weekday,weekday_fct,weekday_chr,holiday,holiday_chr,holiday_fct,season,season_chr,season_fct,workingday,workingday_chr,workingday_fct,month,month_chr,month_fct,yr,yr_chr,yr_fct,weathersit,weathersit_chr,weathersit_fct,instant,dteday,mnth,temp,atemp,hum,windspeed,casual,registered,cnt
Thursday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,November,November,November,2012,other,NA,Clouds/Mist,other,NA,685,2012-11-15,11,321,935.112752,6200,670,320,5125,5445
Friday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,November,November,November,2012,other,NA,Good,other,NA,686,2012-11-16,11,368,961.3678239999999,5200,737,484,5214,5698
Saturday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,November,November,November,2012,other,NA,Good,other,NA,687,2012-11-17,11,321,937.2987479999999,5400,804,1313,4316,5629
Sunday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,November,November,November,2012,other,NA,Good,other,NA,688,2012-11-18,11,368,950.434376,6900,1005,922,3747,4669
Monday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,November,November,November,2012,other,NA,Clouds/Mist,other,NA,689,2012-11-19,11,415,994.2178759999999,6200,1005,449,5050,5499
Tuesday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,November,November,November,2012,other,NA,Clouds/Mist,other,NA,690,2012-11-20,11,415,1000.051052,6800,335,534,5100,5634
Wednesday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,November,November,November,2012,other,NA,Good,other,NA,691,2012-11-21,11,368,981.8151520000001,6100,402,615,4531,5146
Thursday,NA,other,Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,November,November,November,2012,other,NA,Good,other,NA,692,2012-11-22,11,321,965.028876,5800,201,955,1470,2425
Friday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,November,November,November,2012,other,NA,Good,other,NA,693,2012-11-23,11,415,997.868524,5600,603,1603,2307,3910
Saturday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,November,November,November,2012,other,NA,Good,other,NA,694,2012-11-24,11,227,847.545752,4000,1675,532,1745,2277
Sunday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,November,November,November,2012,other,NA,Good,other,NA,695,2012-11-25,11,133,857.765948,4600,670,309,2115,2424
Monday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,November,November,November,2012,other,NA,Good,other,NA,696,2012-11-26,11,274,951.888624,5300,201,337,4750,5087
Tuesday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,November,November,November,2012,other,NA,Clouds/Mist,other,NA,697,2012-11-27,11,227,885.481048,7800,1005,123,3836,3959
Wednesday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,November,November,November,2012,other,NA,Good,other,NA,698,2012-11-28,11,227,894.964872,5000,938,198,5062,5260
Thursday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,November,November,November,2012,other,NA,Good,other,NA,699,2012-11-29,11,227,904.9758320000001,5500,469,243,5080,5323
Friday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,November,November,November,2012,other,NA,Good,other,NA,700,2012-11-30,11,274,934.390252,6400,201,362,5306,5668
Saturday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,December,December,December,2012,other,NA,Clouds/Mist,other,NA,701,2012-12-01,12,274,926.3410240000001,8000,268,951,4240,5191
Sunday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,December,December,December,2012,other,NA,Clouds/Mist,other,NA,702,2012-12-02,12,368,975.244448,8200,536,892,3757,4649
Monday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,December,December,December,2012,other,NA,Good,other,NA,703,2012-12-03,12,603,1086.900176,7600,335,555,5679,6234
Tuesday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,December,December,December,2012,other,NA,Good,other,NA,704,2012-12-04,12,650,1102.2264240000002,7300,737,551,6055,6606
Wednesday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,December,December,December,2012,other,NA,Good,other,NA,705,2012-12-05,12,556,1054.781872,4800,1407,331,5398,5729
Thursday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,December,December,December,2012,other,NA,Good,other,NA,706,2012-12-06,12,180,858.483824,5000,737,340,5035,5375
Friday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,December,December,December,2012,other,NA,Clouds/Mist,other,NA,707,2012-12-07,12,321,932.1834480000001,7600,536,349,4659,5008
Saturday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,December,December,December,2012,other,NA,Clouds/Mist,other,NA,708,2012-12-08,12,415,1010.271248,9100,402,1153,4429,5582
Sunday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,December,December,December,2012,other,NA,Clouds/Mist,other,NA,709,2012-12-09,12,462,1011.008776,9000,670,441,2787,3228
Monday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,December,December,December,2012,other,NA,Clouds/Mist,other,NA,710,2012-12-10,12,556,1063.5247,9200,804,329,4841,5170
Tuesday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,December,December,December,2012,other,NA,Clouds/Mist,other,NA,711,2012-12-11,12,368,951.147628,5900,1273,282,5219,5501
Wednesday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,December,December,December,2012,other,NA,Clouds/Mist,other,NA,712,2012-12-12,12,227,903.722728,5300,670,310,5009,5319
Thursday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,December,December,December,2012,other,NA,Good,other,NA,713,2012-12-13,12,227,900.081328,4800,737,425,5107,5532
Friday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,December,December,December,2012,other,NA,Good,other,NA,714,2012-12-14,12,227,900.0859519999999,6400,536,429,5182,5611
Saturday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,December,December,December,2012,other,NA,Good,other,NA,715,2012-12-15,12,321,951.170748,6500,469,767,4280,5047
Sunday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Non-Working Day,other,NA,December,December,December,2012,other,NA,Clouds/Mist,other,NA,716,2012-12-16,12,415,987.648328,8300,402,538,3248,3786
Monday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,December,December,December,2012,other,NA,Clouds/Mist,other,NA,717,2012-12-17,12,462,1024.134,9000,402,212,4373,4585
Tuesday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,December,December,December,2012,other,NA,Good,other,NA,718,2012-12-18,12,509,1033.622448,6600,938,433,5124,5557
Wednesday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,December,December,December,2012,other,NA,Good,other,NA,719,2012-12-19,12,321,955.539272,6200,804,333,4934,5267
Thursday,NA,other,Non-Holiday,other,NA,Winter,other,NA,Working Day,other,NA,December,December,December,2012,other,NA,Clouds/Mist,other,NA,720,2012-12-20,12,321,947.510852,6600,536,314,3814,4128
Friday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,December,December,December,2012,other,NA,Clouds/Mist,other,NA,721,2012-12-21,12,321,908.842652,5500,1675,221,3402,3623
Saturday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Non-Working Day,other,NA,December,December,December,2012,other,NA,Good,other,NA,722,2012-12-22,12,180,832.946628,4400,1809,205,1544,1749
Sunday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Non-Working Day,other,NA,December,December,December,2012,other,NA,Good,other,NA,723,2012-12-23,12,133,859.948476,5100,536,408,1379,1787
Monday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,December,December,December,2012,other,NA,Clouds/Mist,other,NA,724,2012-12-24,12,86,859.2883999999999,7900,335,174,746,920
Tuesday,NA,other,Holiday,other,NA,Spring,other,NA,Non-Working Day,other,NA,December,December,December,2012,other,NA,Clouds/Mist,other,NA,725,2012-12-25,12,227,900.4015399999998,7300,737,440,573,1013
Wednesday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,December,December,December,2012,other,NA,Rain/Snow/Storm,other,NA,726,2012-12-26,12,133,814.7049480000001,8200,1407,9,432,441
Thursday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,December,December,December,2012,other,NA,Clouds/Mist,other,NA,727,2012-12-27,12,133,821.998152,6500,1541,247,1867,2114
Friday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,December,December,December,2012,other,NA,Clouds/Mist,other,NA,728,2012-12-28,12,133,854.833176,5900,670,644,2451,3095
Saturday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Non-Working Day,other,NA,December,December,December,2012,other,NA,Clouds/Mist,other,NA,729,2012-12-29,12,133,840.2144,7500,536,159,1182,1341
Sunday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Non-Working Day,other,NA,December,December,December,2012,other,NA,Good,other,NA,730,2012-12-30,12,180,827.8452,4800,1541,364,1432,1796
Monday,NA,other,Non-Holiday,other,NA,Spring,other,NA,Working Day,other,NA,December,December,December,2012,other,NA,Clouds/Mist,other,NA,731,2012-12-31,12,86,818.3509720000001,5700,670,439,2290,2729
