weekday,weekday_chr,weekday_fct,holiday,holiday_chr,holiday_fct,season,season_chr,season_fct,workingday,workingday_chr,workingday_fct,month_ord,month_fct,yr,yr_chr,yr_fct,weathersit,weathersit_chr,weathersit_fct,instant,dteday,mnth,temp,atemp,hum,windspeed,casual,registered,cnt
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Sep,September,1,2012,2012,1,Good,Good,621,2012-09-12,9,20,35.382549999999995,57,8,1050,6820,7870
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Sep,September,1,2012,2012,1,Good,Good,622,2012-09-13,9,20,35.704972,63,5,1054,6750,7804
5,Friday,Friday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Sep,September,1,2012,2012,1,Good,Good,623,2012-09-14,9,21,36.198822,67,6,1379,6630,8009
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,0,Non-Working Day,Non-Working Day,Sep,September,1,2012,2012,1,Good,Good,624,2012-09-15,9,20,35.919478,50,16,3160,5554,8714
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,0,Non-Working Day,Non-Working Day,Sep,September,1,2012,2012,1,Good,Good,625,2012-09-16,9,19,35.146249999999995,56,6,2166,5167,7333
1,Monday,Monday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Sep,September,1,2012,2012,2,Clouds/Mist,Clouds/Mist,626,2012-09-17,9,19,34.803700000000006,73,10,1022,5847,6869
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Sep,September,1,2012,2012,2,Clouds/Mist,Clouds/Mist,627,2012-09-18,9,21,35.212278,87,23,371,3702,4073
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Sep,September,1,2012,2012,1,Good,Good,628,2012-09-19,9,17,34.373736,53,14,788,6803,7591
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Sep,September,1,2012,2012,1,Good,Good,629,2012-09-20,9,17,34.094528,61,7,939,6781,7720
5,Friday,Friday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,1,Working Day,Working Day,Sep,September,1,2012,2012,1,Good,Good,630,2012-09-21,9,20,35.447013999999996,66,10,1250,6917,8167
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,3,Fall,Fall,0,Non-Working Day,Non-Working Day,Sep,September,1,2012,2012,1,Good,Good,631,2012-09-22,9,22,36.756592,64,19,2512,5883,8395
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Sep,September,1,2012,2012,1,Good,Good,632,2012-09-23,9,16,33.643722,46,14,2454,5453,7907
1,Monday,Monday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Sep,September,1,2012,2012,1,Good,Good,633,2012-09-24,9,16,33.085442,49,9,1001,6435,7436
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Sep,September,1,2012,2012,1,Good,Good,634,2012-09-25,9,17,34.502086,56,15,845,6693,7538
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Sep,September,1,2012,2012,1,Good,Good,635,2012-09-26,9,21,36.284842,63,16,787,6946,7733
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Sep,September,1,2012,2012,2,Clouds/Mist,Clouds/Mist,636,2012-09-27,9,22,36.67115,69,9,751,6642,7393
5,Friday,Friday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Sep,September,1,2012,2012,2,Clouds/Mist,Clouds/Mist,637,2012-09-28,9,21,35.919342,69,10,1045,6370,7415
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Sep,September,1,2012,2012,1,Good,Good,638,2012-09-29,9,17,34.030063999999996,54,15,2589,5966,8555
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Sep,September,1,2012,2012,1,Good,Good,639,2012-09-30,9,16,33.600542000000004,58,9,2015,4874,6889
1,Monday,Monday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Oct,October,1,2012,2012,2,Clouds/Mist,Clouds/Mist,640,2012-10-01,10,16,33.408,64,6,763,6015,6778
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Oct,October,1,2012,2012,3,Rain/Snow/Storm,Rain/Snow/Storm,641,2012-10-02,10,19,34.439322,87,6,315,4324,4639
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Oct,October,1,2012,2012,2,Clouds/Mist,Clouds/Mist,642,2012-10-03,10,22,36.370522,79,4,728,6844,7572
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Oct,October,1,2012,2012,2,Clouds/Mist,Clouds/Mist,643,2012-10-04,10,22,36.67115,72,7,891,6437,7328
5,Friday,Friday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Oct,October,1,2012,2012,1,Good,Good,644,2012-10-05,10,20,35.726358000000005,62,7,1516,6640,8156
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Oct,October,1,2012,2012,1,Good,Good,645,2012-10-06,10,18,34.309714,66,17,3031,4934,7965
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Oct,October,1,2012,2012,2,Clouds/Mist,Clouds/Mist,646,2012-10-07,10,11,30.273642,70,9,781,2729,3510
1,Monday,Monday,1,Holiday,Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Oct,October,1,2012,2012,2,Clouds/Mist,Clouds/Mist,647,2012-10-08,10,10,29.178672,70,12,874,4604,5478
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Oct,October,1,2012,2012,2,Clouds/Mist,Clouds/Mist,648,2012-10-09,10,12,30.895808000000002,76,12,601,5791,6392
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Oct,October,1,2012,2012,1,Good,Good,649,2012-10-10,10,16,33.106828,63,12,780,6911,7691
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Oct,October,1,2012,2012,1,Good,Good,650,2012-10-11,10,12,30.659678,46,12,834,6736,7570
5,Friday,Friday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Oct,October,1,2012,2012,1,Good,Good,651,2012-10-12,10,12,30.724414,53,15,1060,6222,7282
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Oct,October,1,2012,2012,1,Good,Good,652,2012-10-13,10,10,29.307464000000003,49,9,2252,4857,7109
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Oct,October,1,2012,2012,1,Good,Good,653,2012-10-14,10,16,33.278936,64,18,2080,4559,6639
1,Monday,Monday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Oct,October,1,2012,2012,2,Clouds/Mist,Clouds/Mist,654,2012-10-15,10,18,34.3311,70,19,760,5115,5875
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Oct,October,1,2012,2012,1,Good,Good,655,2012-10-16,10,14,31.668764,55,12,922,6612,7534
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Oct,October,1,2012,2012,1,Good,Good,656,2012-10-17,10,13,31.303672,69,6,979,6482,7461
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Oct,October,1,2012,2012,2,Clouds/Mist,Clouds/Mist,657,2012-10-18,10,16,33.429249999999996,72,15,1008,6501,7509
5,Friday,Friday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Oct,October,1,2012,2012,2,Clouds/Mist,Clouds/Mist,658,2012-10-19,10,18,34.288464000000005,81,9,753,4671,5424
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Oct,October,1,2012,2012,1,Good,Good,659,2012-10-20,10,14,32.076628,57,7,2806,5284,8090
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Oct,October,1,2012,2012,1,Good,Good,660,2012-10-21,10,13,31.518586,51,11,2132,4692,6824
1,Monday,Monday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Oct,October,1,2012,2012,1,Good,Good,661,2012-10-22,10,14,32.420028,56,5,830,6228,7058
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Oct,October,1,2012,2012,1,Good,Good,662,2012-10-23,10,17,34.030336,64,6,841,6625,7466
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Oct,October,1,2012,2012,1,Good,Good,663,2012-10-24,10,19,34.996514000000005,63,4,795,6898,7693
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Oct,October,1,2012,2012,2,Clouds/Mist,Clouds/Mist,664,2012-10-25,10,17,34.009392000000005,80,8,875,6484,7359
5,Friday,Friday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Oct,October,1,2012,2012,2,Clouds/Mist,Clouds/Mist,665,2012-10-26,10,17,33.7735,80,8,1182,6262,7444
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Oct,October,1,2012,2012,2,Clouds/Mist,Clouds/Mist,666,2012-10-27,10,16,33.514522,72,15,2643,5209,7852
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Oct,October,1,2012,2012,2,Clouds/Mist,Clouds/Mist,667,2012-10-28,10,14,31.904214,69,26,998,3461,4459
1,Monday,Monday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Oct,October,1,2012,2012,3,Rain/Snow/Storm,Rain/Snow/Storm,668,2012-10-29,10,12,30.9396,88,23,2,20,22
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Oct,October,1,2012,2012,2,Clouds/Mist,Clouds/Mist,669,2012-10-30,10,6,26.536906000000002,82,14,87,1009,1096
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Oct,October,1,2012,2012,2,Clouds/Mist,Clouds/Mist,670,2012-10-31,10,8,28.2774,66,11,419,5147,5566
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Nov,November,1,2012,2012,2,Clouds/Mist,Clouds/Mist,671,2012-11-01,11,9,28.578028,58,10,466,5520,5986
5,Friday,Friday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Nov,November,1,2012,2012,1,Good,Good,672,2012-11-02,11,8,28.105428000000003,52,17,618,5229,5847
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Nov,November,1,2012,2012,2,Clouds/Mist,Clouds/Mist,673,2012-11-03,11,8,27.010764000000002,49,18,1029,4109,5138
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Nov,November,1,2012,2012,1,Good,Good,674,2012-11-04,11,7,27.204292000000002,53,12,1201,3906,5107
1,Monday,Monday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Nov,November,1,2012,2012,1,Good,Good,675,2012-11-05,11,7,26.47455,49,15,378,4881,5259
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Nov,November,1,2012,2012,1,Good,Good,676,2012-11-06,11,5,25.573278000000002,56,11,466,5220,5686
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Nov,November,1,2012,2012,2,Clouds/Mist,Clouds/Mist,677,2012-11-07,11,5,25.337114,54,20,326,4709,5035
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Nov,November,1,2012,2012,1,Good,Good,678,2012-11-08,11,8,27.624294,33,23,340,4975,5315
5,Friday,Friday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Nov,November,1,2012,2012,1,Good,Good,679,2012-11-09,11,8,28.084042,54,14,709,5283,5992
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Nov,November,1,2012,2012,1,Good,Good,680,2012-11-10,11,10,29.393858,64,3,2090,4446,6536
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Nov,November,1,2012,2012,1,Good,Good,681,2012-11-11,11,11,30.338242,65,8,2290,4562,6852
1,Monday,Monday,1,Holiday,Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Nov,November,1,2012,2012,1,Good,Good,682,2012-11-12,11,14,32.163022,74,11,1097,5172,6269
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Nov,November,1,2012,2012,2,Clouds/Mist,Clouds/Mist,683,2012-11-13,11,8,26.989649999999997,66,22,327,3767,4094
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Nov,November,1,2012,2012,1,Good,Good,684,2012-11-14,11,5,25.573142,55,13,373,5122,5495
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Nov,November,1,2012,2012,2,Clouds/Mist,Clouds/Mist,685,2012-11-15,11,7,27.032728,62,10,320,5125,5445
5,Friday,Friday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Nov,November,1,2012,2012,1,Good,Good,686,2012-11-16,11,8,27.804935999999998,52,11,484,5214,5698
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Nov,November,1,2012,2012,1,Good,Good,687,2012-11-17,11,7,27.097022,54,12,1313,4316,5629
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Nov,November,1,2012,2012,1,Good,Good,688,2012-11-18,11,8,27.483364,69,15,922,3747,4669
1,Monday,Monday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Nov,November,1,2012,2012,2,Clouds/Mist,Clouds/Mist,689,2012-11-19,11,9,28.771113999999997,62,15,449,5050,5499
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Nov,November,1,2012,2012,2,Clouds/Mist,Clouds/Mist,690,2012-11-20,11,9,28.942678,68,5,534,5100,5634
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Nov,November,1,2012,2012,1,Good,Good,691,2012-11-21,11,8,28.406328000000002,61,6,615,4531,5146
4,Thursday,Thursday,1,Holiday,Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Nov,November,1,2012,2012,1,Good,Good,692,2012-11-22,11,7,27.912613999999998,58,3,955,1470,2425
5,Friday,Friday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Nov,November,1,2012,2012,1,Good,Good,693,2012-11-23,11,9,28.878486,56,9,1603,2307,3910
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Nov,November,1,2012,2012,1,Good,Good,694,2012-11-24,11,5,24.457228,40,25,532,1745,2277
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Nov,November,1,2012,2012,1,Good,Good,695,2012-11-25,11,3,24.757822,46,10,309,2115,2424
1,Monday,Monday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Nov,November,1,2012,2012,1,Good,Good,696,2012-11-26,11,6,27.526136,53,3,337,4750,5087
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Nov,November,1,2012,2012,2,Clouds/Mist,Clouds/Mist,697,2012-11-27,11,5,25.572972,78,15,123,3836,3959
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Nov,November,1,2012,2012,1,Good,Good,698,2012-11-28,11,5,25.851908,50,14,198,5062,5260
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Nov,November,1,2012,2012,1,Good,Good,699,2012-11-29,11,5,26.146348000000003,55,7,243,5080,5323
5,Friday,Friday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Nov,November,1,2012,2012,1,Good,Good,700,2012-11-30,11,6,27.011478,64,3,362,5306,5668
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Dec,December,1,2012,2012,2,Clouds/Mist,Clouds/Mist,701,2012-12-01,12,6,26.774736,80,4,951,4240,5191
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Dec,December,1,2012,2012,2,Clouds/Mist,Clouds/Mist,702,2012-12-02,12,8,28.213072,82,8,892,3757,4649
1,Monday,Monday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Dec,December,1,2012,2012,1,Good,Good,703,2012-12-03,12,13,31.497064,76,5,555,5679,6234
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Dec,December,1,2012,2012,1,Good,Good,704,2012-12-04,12,14,31.947836000000002,73,11,551,6055,6606
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Dec,December,1,2012,2012,1,Good,Good,705,2012-12-05,12,12,30.552408,48,21,331,5398,5729
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Dec,December,1,2012,2012,1,Good,Good,706,2012-12-06,12,4,24.778936,50,11,340,5035,5375
5,Friday,Friday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Dec,December,1,2012,2012,2,Clouds/Mist,Clouds/Mist,707,2012-12-07,12,7,26.946572000000003,76,8,349,4659,5008
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Dec,December,1,2012,2012,2,Clouds/Mist,Clouds/Mist,708,2012-12-08,12,9,29.243272,91,6,1153,4429,5582
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Dec,December,1,2012,2012,2,Clouds/Mist,Clouds/Mist,709,2012-12-09,12,10,29.264964,90,10,441,2787,3228
1,Monday,Monday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Dec,December,1,2012,2012,2,Clouds/Mist,Clouds/Mist,710,2012-12-10,12,12,30.80955,92,12,329,4841,5170
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Dec,December,1,2012,2012,2,Clouds/Mist,Clouds/Mist,711,2012-12-11,12,8,27.504342,59,19,282,5219,5501
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Dec,December,1,2012,2012,2,Clouds/Mist,Clouds/Mist,712,2012-12-12,12,5,26.109492,53,10,310,5009,5319
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Dec,December,1,2012,2012,1,Good,Good,713,2012-12-13,12,5,26.002392,48,11,425,5107,5532
5,Friday,Friday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Dec,December,1,2012,2012,1,Good,Good,714,2012-12-14,12,5,26.002527999999998,64,8,429,5182,5611
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Dec,December,1,2012,2012,1,Good,Good,715,2012-12-15,12,7,27.505022,65,7,767,4280,5047
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,0,Non-Working Day,Non-Working Day,Dec,December,1,2012,2012,2,Clouds/Mist,Clouds/Mist,716,2012-12-16,12,9,28.577892,83,6,538,3248,3786
1,Monday,Monday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Dec,December,1,2012,2012,2,Clouds/Mist,Clouds/Mist,717,2012-12-17,12,10,29.651000000000003,90,6,212,4373,4585
2,Tuesday,Tuesday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Dec,December,1,2012,2012,1,Good,Good,718,2012-12-18,12,11,29.930072000000003,66,14,433,5124,5557
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Dec,December,1,2012,2012,1,Good,Good,719,2012-12-19,12,7,27.633508,62,12,333,4934,5267
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,4,Winter,Winter,1,Working Day,Working Day,Dec,December,1,2012,2012,2,Clouds/Mist,Clouds/Mist,720,2012-12-20,12,7,27.397378,66,8,314,3814,4128
5,Friday,Friday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Dec,December,1,2012,2012,2,Clouds/Mist,Clouds/Mist,721,2012-12-21,12,7,26.260078,55,25,221,3402,3623
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,0,Non-Working Day,Non-Working Day,Dec,December,1,2012,2012,1,Good,Good,722,2012-12-22,12,4,24.027842,44,27,205,1544,1749
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,0,Non-Working Day,Non-Working Day,Dec,December,1,2012,2012,1,Good,Good,723,2012-12-23,12,3,24.822014,51,8,408,1379,1787
1,Monday,Monday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Dec,December,1,2012,2012,2,Clouds/Mist,Clouds/Mist,724,2012-12-24,12,2,24.802599999999998,79,5,174,746,920
2,Tuesday,Tuesday,1,Holiday,Holiday,1,Spring,Spring,0,Non-Working Day,Non-Working Day,Dec,December,1,2012,2012,2,Clouds/Mist,Clouds/Mist,725,2012-12-25,12,5,26.011809999999997,73,11,440,573,1013
3,Wednesday,Wednesday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Dec,December,1,2012,2012,3,Rain/Snow/Storm,Rain/Snow/Storm,726,2012-12-26,12,3,23.491322,82,21,9,432,441
4,Thursday,Thursday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Dec,December,1,2012,2012,2,Clouds/Mist,Clouds/Mist,727,2012-12-27,12,3,23.705828,65,23,247,1867,2114
5,Friday,Friday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Dec,December,1,2012,2012,2,Clouds/Mist,Clouds/Mist,728,2012-12-28,12,3,24.671564,59,10,644,2451,3095
6,Saturday,Saturday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,0,Non-Working Day,Non-Working Day,Dec,December,1,2012,2012,2,Clouds/Mist,Clouds/Mist,729,2012-12-29,12,3,24.2416,75,8,159,1182,1341
0,Sunday,Sunday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,0,Non-Working Day,Non-Working Day,Dec,December,1,2012,2012,1,Good,Good,730,2012-12-30,12,4,23.8778,48,23,364,1432,1796
1,Monday,Monday,0,Non-Holiday,Non-Holiday,1,Spring,Spring,1,Working Day,Working Day,Dec,December,1,2012,2012,2,Clouds/Mist,Clouds/Mist,731,2012-12-31,12,2,23.598558,57,10,439,2290,2729
